Transaction ID,Product ID,Location ID,Transaction Type,Quantity,Unit Cost,Transaction Date,Reference Number,Created By User
TXN-01198,MEC-LAT-112,DEL-002,ISSUE,-224,1365.96,6/15/2025,PO-0065,Mohamed Ben Salah
TXN-01199,RAW-MIL-006,HYD-003,TRANSFER,-150,2154.76,7/29/2025,PO-0017,Olivia Jones
TXN-01200,ELE-SEN-012,TOK-001,RECEIPT,416,134.85,7/28/2025,PO-0025,Neha Kapoor
TXN-01201,PAC-SHR-209,BER-001,ISSUE,-360,546.77,6/17/2025,PO-0066,Emma Dubois
TXN-01202,BRA-BRA-043,MUN-002,TRANSFER,-206,1802.19,6/24/2025,PO-0100,Mason Hill
TXN-01203,TOO-PUN-103,TOK-001,ISSUE,-115,2029.74,3/20/2025,PO-0001,Elena Rossi
TXN-01204,QUA-MIC-147,NEW-001,TRANSFER,-366,740.49,2/3/2025,PO-0066,Ella Fischer
TXN-01205,PAC-WOO-129,NAG-003,TRANSFER,-278,2082.04,4/8/2025,PO-0039,Julia Novak
TXN-01206,QUA-THE-076,NAG-003,ISSUE,-292,648.05,3/3/2025,PO-0022,Julia Novak
TXN-01207,ELE-SEN-012,FRA-003,RECEIPT,159,134.85,2/11/2025,PO-0082,Nora Lindberg
TXN-01208,RAW-COP-072,BRA-003,RECEIPT,148,1181.06,2/14/2025,PO-0083,David Lopez
TXN-01209,TOO-SPA-211,NEW-001,TRANSFER,-69,777.96,2/1/2025,PO-0084,Sebastian Miller
TXN-01210,ELE-KNO-162,TOK-001,ISSUE,-176,2284.58,2/22/2025,PO-0091,Tuan Nguyen
TXN-01211,LIG-GLO-068,NAG-003,RECEIPT,219,2299.66,7/7/2025,PO-0038,Amelia Clarke
TXN-01212,TOO-GRI-015,OSA-002,RECEIPT,431,214.14,5/3/2025,PO-0029,Jasmin Berger
TXN-01213,RAW-COP-072,HYD-003,ISSUE,-18,1181.06,6/18/2025,PO-0085,Priya Desai
TXN-01214,QUA-TEM-200,TOK-001,RECEIPT,379,1908.89,7/27/2025,PO-0049,Santiago Herrera
TXN-01215,LIG-CAB-066,RIO-002,TRANSFER,-334,1225.69,7/5/2025,PO-0071,Lea Zimmermann
TXN-01216,LIG-SID-210,MUN-002,RECEIPT,176,715.28,4/10/2025,PO-0027,Salma Nasser
TXN-01217,ELE-KNO-162,SAO-001,ISSUE,-89,2284.58,5/26/2025,PO-0030,Jasmin Berger
TXN-01218,MEC-BEA-186,BER-001,ISSUE,-85,2410.43,6/3/2025,PO-0012,Chen Xi
TXN-01219,MEC-RET-047,MUN-002,RECEIPT,427,1966.54,3/18/2025,PO-0025,Lucia Alvarez
TXN-01220,ELE-SPE-126,NAG-003,RECEIPT,341,2203.31,4/14/2025,PO-0003,Diana Mihai
TXN-01221,LIG-IND-042,BRA-003,RECEIPT,428,184.23,5/12/2025,PO-0088,Tariq Abdullah
TXN-01222,LIG-DOO-049,DEL-002,RECEIPT,46,221.14,5/21/2025,PO-0032,Ella Fischer
TXN-01223,LIG-ROO-166,BER-001,RECEIPT,380,1685.34,6/15/2025,PO-0018,Jasmin Berger
TXN-01224,CAB-GRO-193,SAO-001,RECEIPT,318,1826.74,2/26/2025,PO-0049,Mason Hill
TXN-01225,RAW-MIL-006,DEL-002,RECEIPT,400,2154.76,7/15/2025,PO-0006,Grace O'Connor
TXN-01226,MEC-BOL-064,SAO-001,RECEIPT,147,2083.9,3/9/2025,PO-0081,Camila Morales
TXN-01227,PLA-SPO-004,SAO-001,RECEIPT,500,483.62,2/28/2025,PO-0070,Neha Kapoor
TXN-01228,LIG-SID-210,DAL-003,TRANSFER,-53,715.28,3/24/2025,PO-0018,Nikhil Rao
TXN-01229,QUA-CAL-195,TOK-001,ISSUE,-427,2081.11,3/14/2025,PO-0040,Ivan Petrov
TXN-01230,PAC-SIL-123,HYD-003,RECEIPT,38,1016.4,6/20/2025,PO-0089,Yuki Tanaka
TXN-01231,CAB-ABS-161,FRA-003,RECEIPT,20,447.34,2/12/2025,PO-0014,Freya Evans
TXN-01232,QUA-THE-076,DEL-002,TRANSFER,-463,648.05,5/18/2025,PO-0019,Aarav Mehta
TXN-01233,ELE-ELE-058,BAN-001,RECEIPT,228,406.3,5/10/2025,PO-0019,Aisha Khan
TXN-01234,RAW-PVC-168,CHI-002,RECEIPT,481,167.41,7/26/2025,PO-0050,Jacob Scott
TXN-01235,RAW-CAS-184,RIO-002,RECEIPT,261,1947.26,3/16/2025,PO-0015,Julia Novak
TXN-01236,ELE-STE-027,CHI-002,ISSUE,-49,34.08,7/8/2025,PO-0043,Daniel Kim
TXN-01237,LIG-LED-093,BRA-003,RECEIPT,468,1380.47,2/12/2025,PO-0078,Chen Wei
TXN-01238,CAB-BAT-046,BER-001,TRANSFER,-181,1374.36,7/4/2025,PO-0024,Sara Cohen
TXN-01239,PLA-CEN-109,HYD-003,TRANSFER,-361,1488.59,4/19/2025,PO-0080,Pedro Ramos
TXN-01240,PAC-FOA-090,BRA-003,RECEIPT,148,1897.83,6/8/2025,PO-0085,Anna Petrova
TXN-01241,LIG-GLO-068,SAO-001,TRANSFER,-418,2299.66,2/20/2025,PO-0001,Chen Wei
TXN-01242,QUA-TEM-200,OSA-002,RECEIPT,173,1908.89,3/10/2025,PO-0050,Ravi Shankar
TXN-01243,BRA-BRA-185,SAO-001,ISSUE,-427,561.66,2/18/2025,PO-0015,Noah Becker
TXN-01244,LIG-SIG-110,NAG-003,ISSUE,-84,1760.44,2/24/2025,PO-0042,Grace O'Connor
TXN-01245,MEC-RET-047,SAO-001,ISSUE,-190,1966.54,4/23/2025,PO-0064,Laila Haddad
TXN-01246,PAC-LAB-124,NAG-003,ISSUE,-318,144.97,7/13/2025,PO-0043,Juan Perez
TXN-01247,TOO-DIA-206,OSA-002,RECEIPT,206,1806.77,5/19/2025,PO-0071,Chen Xi
TXN-01248,PLA-LIG-138,FRA-003,ISSUE,-282,324.35,6/18/2025,PO-0030,Mason Hill
TXN-01249,QUA-COL-022,TOK-001,TRANSFER,-225,297.42,6/15/2025,PO-0074,Priya Desai
TXN-01250,PAC-HON-178,SAO-001,TRANSFER,-122,1915.24,7/30/2025,PO-0012,Hannah Becker
TXN-01251,LIG-LED-093,BAN-001,RECEIPT,445,1380.47,2/5/2025,PO-0047,Ali Reza
TXN-01252,QUA-MEA-122,HYD-003,RECEIPT,40,1142.52,5/1/2025,PO-0047,Priya Desai
TXN-01253,LIG-SID-210,HYD-003,ISSUE,-245,715.28,3/9/2025,PO-0071,Anton Kuznetsov
TXN-01254,MEC-LOC-063,NEW-001,RECEIPT,38,1024.92,3/8/2025,PO-0016,Ryan White
TXN-01255,MEC-CRA-181,HYD-003,ISSUE,-385,2167.46,2/7/2025,PO-0090,Laila Haddad
TXN-01256,BRA-BRA-096,BAN-001,TRANSFER,-64,1849.13,7/20/2025,PO-0075,Emma Dubois
TXN-01257,PAC-SIL-123,RIO-002,TRANSFER,-455,1016.4,3/13/2025,PO-0004,Nora Lindberg
TXN-01258,PLA-INS-094,HYD-003,RECEIPT,135,636,2/20/2025,PO-0002,Lucia Alvarez
TXN-01259,CAB-CLU-213,RIO-002,ISSUE,-86,827.02,3/19/2025,PO-0061,Victor Hugo
TXN-01260,PAC-AIR-036,NAG-003,TRANSFER,-367,490.89,4/18/2025,PO-0061,Natalie Singh
TXN-01261,BRA-BRA-185,DAL-003,ISSUE,-410,561.66,7/16/2025,PO-0089,Liam Johnson
TXN-01262,PLA-ROO-074,DEL-002,RECEIPT,40,506.41,7/15/2025,PO-0005,Tariq Abdullah
TXN-01263,CAB-GRO-193,HYD-003,TRANSFER,-92,1826.74,2/3/2025,PO-0051,Laila Haddad
TXN-01264,ELE-CON-175,BRA-003,ISSUE,-293,696.94,4/8/2025,PO-0074,Mei Lin
TXN-01265,RAW-TEX-079,NAG-003,RECEIPT,226,1933.48,3/13/2025,PO-0035,Mohammed Ali
TXN-01266,QUA-LEA-134,BER-001,RECEIPT,390,1121.9,3/27/2025,PO-0052,Dmitri Fedorov
TXN-01267,TOO-GRI-015,NEW-001,ISSUE,-104,214.14,6/24/2025,PO-0078,Emma Dubois
TXN-01268,LIG-SID-210,NAG-003,ISSUE,-254,715.28,4/22/2025,PO-0084,Linda Taylor
TXN-01269,TOO-MEA-104,RIO-002,ISSUE,-94,1399.6,2/14/2025,PO-0048,Linda Taylor
TXN-01270,PLA-CEN-109,NEW-001,ISSUE,-65,1488.59,2/27/2025,PO-0010,James Walker
TXN-01271,PLA-SPE-155,SAO-001,ISSUE,-24,2481.8,4/3/2025,PO-0037,Elena Rossi
TXN-01272,MEC-BRA-139,DEL-002,RECEIPT,118,258.28,7/3/2025,PO-0002,Alicia Thomas
TXN-01273,BRA-BRA-080,NEW-001,TRANSFER,-113,1336.54,7/14/2025,PO-0005,Hannah Becker
TXN-01274,TOO-BEA-069,DEL-002,TRANSFER,-299,219.03,2/12/2025,PO-0073,Mohamed Ben Salah
TXN-01275,PAC-LAB-124,BAN-001,RECEIPT,171,144.97,2/24/2025,PO-0040,Liam Johnson
TXN-01276,TOO-TOR-092,SAO-001,ISSUE,-500,1663.26,5/13/2025,PO-0065,Ines Costa
TXN-01277,BRA-BRA-081,SAO-001,ISSUE,-381,859.67,5/3/2025,PO-0017,Ryan White
TXN-01278,QUA-HEI-173,DEL-002,ISSUE,-218,1728.8,6/9/2025,PO-0013,Mei Lin
TXN-01279,BRA-BRA-207,SAO-001,RECEIPT,22,401.95,7/1/2025,PO-0049,Nikhil Rao
TXN-01280,TOO-CUT-151,RIO-002,RECEIPT,158,1670.43,3/14/2025,PO-0020,Jacob Scott
TXN-01281,CAB-HEA-119,DEL-002,TRANSFER,-57,1111.15,4/1/2025,PO-0028,Jacob Scott
TXN-01282,RAW-PVC-168,HYD-003,TRANSFER,-92,167.41,6/9/2025,PO-0067,Jasmin Berger
TXN-01283,RAW-NYL-156,OSA-002,TRANSFER,-486,1419.16,4/29/2025,PO-0058,Katerina Ivanova
TXN-01284,RAW-LEA-034,DAL-003,ISSUE,-194,2147.9,7/10/2025,PO-0056,Sophia Miller
TXN-01285,RAW-BRA-183,SAO-001,TRANSFER,-208,1058.19,4/3/2025,PO-0027,Marie Dubois
TXN-01286,RAW-NYL-156,DEL-002,RECEIPT,300,1419.16,7/11/2025,PO-0064,Chloe Smith
TXN-01287,BRA-BRA-207,BAN-001,RECEIPT,402,401.95,4/21/2025,PO-0071,Natalie Becker
TXN-01288,QUA-DIA-201,BRA-003,RECEIPT,265,2323.42,2/25/2025,PO-0059,Omar Farouk
TXN-01289,BRA-BRA-044,BRA-003,ISSUE,-92,1011.98,2/18/2025,PO-0036,Noah Becker
TXN-01290,PLA-INS-094,DAL-003,RECEIPT,46,636,3/18/2025,PO-0091,Jason Zhao
TXN-01291,MEC-BUS-118,CHI-002,ISSUE,-141,110.18,5/25/2025,PO-0084,Juan Perez
TXN-01292,BRA-BRA-032,TOK-001,ISSUE,-30,71.72,5/5/2025,PO-0037,Haruto Saito
TXN-01293,QUA-FLO-105,RIO-002,TRANSFER,-479,1131.78,7/25/2025,PO-0017,Chiara Romano
TXN-01294,PLA-INS-094,FRA-003,TRANSFER,-497,636,4/22/2025,PO-0048,Isla Thompson
TXN-01295,ELE-CON-175,BER-001,TRANSFER,-240,696.94,4/9/2025,PO-0088,Sophia Miller
TXN-01296,LIG-TRU-159,OSA-002,RECEIPT,389,1619.39,4/4/2025,PO-0090,Ali Reza
TXN-01297,PAC-PAC-003,HYD-003,RECEIPT,158,1823.25,5/8/2025,PO-0021,Lucia Alvarez
TXN-01298,TOO-PUN-103,RIO-002,RECEIPT,124,2029.74,5/11/2025,PO-0060,Martin Svensson
TXN-01299,LIG-NUM-024,DAL-003,ISSUE,-249,1226.44,7/15/2025,PO-0069,Mateusz Kowalski
TXN-01300,LIG-INS-028,DEL-002,RECEIPT,384,929.35,2/28/2025,PO-0051,Jason Zhao
TXN-01301,TOO-HYD-111,NEW-001,ISSUE,-178,1478.58,2/17/2025,PO-0041,Emily Chan
TXN-01302,PLA-SPE-155,MUN-002,RECEIPT,369,2481.8,6/2/2025,PO-0015,Rania El-Sayed
TXN-01303,QUA-FEE-117,BAN-001,TRANSFER,-89,2091.54,6/1/2025,PO-0019,Vinay Kumar
TXN-01304,CAB-ACC-055,DAL-003,TRANSFER,-26,630.5,7/4/2025,PO-0100,Khaled Hamdan
TXN-01305,BRA-BRA-016,BRA-003,ISSUE,-414,1677.62,5/22/2025,PO-0061,Samuel Wright
TXN-01306,BRA-ABS-014,NEW-001,RECEIPT,497,308.52,7/26/2025,PO-0055,Yuki Tanaka
TXN-01307,QUA-MUL-065,OSA-002,RECEIPT,52,24.68,3/9/2025,PO-0009,Rania El-Sayed
TXN-01308,TOO-MEA-104,DEL-002,ISSUE,-457,1399.6,5/27/2025,PO-0054,Samuel Kim
TXN-01309,CAB-ACC-055,OSA-002,ISSUE,-104,630.5,2/14/2025,PO-0012,Laila Haddad
TXN-01310,LIG-DAY-088,SAO-001,ISSUE,-94,857.44,3/23/2025,PO-0045,Anton Kuznetsov
TXN-01311,PAC-LAB-124,MUN-002,TRANSFER,-362,144.97,3/14/2025,PO-0090,Ben Williams
TXN-01312,RAW-HIG-091,BRA-003,TRANSFER,-302,52.94,5/11/2025,PO-0002,Ali Reza
TXN-01313,QUA-DIA-201,BRA-003,TRANSFER,-111,2323.42,2/20/2025,PO-0093,Martin Svensson
TXN-01314,CAB-DOO-149,TOK-001,RECEIPT,175,206.63,7/21/2025,PO-0094,Victor Hugo
TXN-01315,PAC-EDG-212,NAG-003,TRANSFER,-172,760.53,2/4/2025,PO-0020,Ella Fischer
TXN-01316,BRA-BRA-038,MUN-002,ISSUE,-68,2193.83,7/23/2025,PO-0053,Victor Ivanov
TXN-01317,QUA-LEA-134,NAG-003,RECEIPT,240,1121.9,3/5/2025,PO-0082,Ravi Shankar
TXN-01318,BRA-BRA-164,TOK-001,RECEIPT,28,360.48,3/28/2025,PO-0096,Ines Costa
TXN-01319,RAW-CER-108,NAG-003,TRANSFER,-406,1384.46,3/15/2025,PO-0077,Khaled Hamdan
TXN-01320,ELE-WIR-056,DAL-003,RECEIPT,497,1672.27,3/21/2025,PO-0087,Noah Becker
TXN-01321,PLA-SPO-004,DAL-003,ISSUE,-18,483.62,4/19/2025,PO-0040,Mei Lin
TXN-01322,LIG-SID-210,RIO-002,RECEIPT,368,715.28,6/8/2025,PO-0084,Ella Fischer
TXN-01323,LIG-REV-106,BER-001,ISSUE,-190,1556.36,6/19/2025,PO-0055,Clara Weber
TXN-01324,BRA-BRA-196,DAL-003,RECEIPT,484,1395.36,3/18/2025,PO-0059,Laila Haddad
TXN-01325,BRA-BRA-096,HYD-003,TRANSFER,-314,1849.13,3/14/2025,PO-0070,Ben Williams
TXN-01326,PLA-WHE-098,CHI-002,TRANSFER,-362,1340,7/25/2025,PO-0056,Vinay Kumar
TXN-01327,TOO-TES-073,NAG-003,TRANSFER,-490,1628.86,2/26/2025,PO-0012,Lucas Schmidt
TXN-01328,ELE-PAR-023,OSA-002,RECEIPT,325,1516.03,5/17/2025,PO-0014,Chen Xi
TXN-01329,PAC-STR-192,SAO-001,TRANSFER,-484,2221.35,6/20/2025,PO-0013,Vinay Kumar
TXN-01330,TOO-RIV-114,FRA-003,TRANSFER,-422,1177.06,2/9/2025,PO-0086,Olivia Jones
TXN-01331,PLA-DOO-219,BER-001,RECEIPT,124,2112.77,5/28/2025,PO-0071,Khaled Hamdan
TXN-01332,TOO-VER-030,NEW-001,ISSUE,-496,1708.35,3/4/2025,PO-0045,Mohamed Ben Salah
TXN-01333,CAB-HEA-119,BER-001,TRANSFER,-370,1111.15,5/13/2025,PO-0001,Anna Petrova
TXN-01334,QUA-DIA-201,NEW-001,TRANSFER,-155,2323.42,4/10/2025,PO-0085,Victor Ivanov
TXN-01335,RAW-TEX-079,RIO-002,ISSUE,-354,1933.48,4/3/2025,PO-0001,Anton Kuznetsov
TXN-01336,PAC-CAB-009,BAN-001,RECEIPT,88,15.37,5/7/2025,PO-0067,Neha Kapoor
TXN-01337,RAW-RUB-154,DAL-003,ISSUE,-97,2134.81,6/27/2025,PO-0056,Hannah Becker
TXN-01338,CAB-BON-143,BER-001,RECEIPT,325,2182.23,7/15/2025,PO-0051,Takeshi Yamamoto
TXN-01339,TOO-DIA-206,BRA-003,TRANSFER,-229,1806.77,3/5/2025,PO-0082,Mason Hill
TXN-01340,CAB-AC-187,HYD-003,ISSUE,-472,1718.38,4/23/2025,PO-0067,Elena Rossi
TXN-01341,MEC-LAT-112,NEW-001,RECEIPT,373,1365.96,3/5/2025,PO-0065,Daniel Kim
TXN-01342,ELE-KNO-162,TOK-001,ISSUE,-441,2284.58,7/11/2025,PO-0034,Tuan Nguyen
TXN-01343,MEC-LEV-041,DAL-003,RECEIPT,57,1774.88,2/24/2025,PO-0004,Ben Williams
TXN-01344,PAC-PAC-003,OSA-002,TRANSFER,-88,1823.25,2/8/2025,PO-0080,Yasmine El-Gamal
TXN-01345,PAC-SEA-140,BRA-003,RECEIPT,302,2178.62,5/9/2025,PO-0004,Victor Hugo
TXN-01346,BRA-CAL-188,HYD-003,ISSUE,-334,812.06,7/12/2025,PO-0100,Aisha Khan
TXN-01347,PLA-BOO-048,NEW-001,TRANSFER,-469,1110.98,3/29/2025,PO-0039,Ines Costa
TXN-01348,PLA-LIG-138,RIO-002,RECEIPT,381,324.35,5/8/2025,PO-0099,Victor Ivanov
TXN-01349,PLA-SEA-169,BAN-001,ISSUE,-52,358.04,3/9/2025,PO-0081,Emily Wang
TXN-01350,BRA-BRA-164,TOK-001,RECEIPT,66,360.48,5/29/2025,PO-0077,Daniel Kim
TXN-01351,LIG-INS-028,HYD-003,ISSUE,-144,929.35,3/19/2025,PO-0012,Emma Dubois
TXN-01352,TOO-DRI-127,RIO-002,ISSUE,-477,783.77,3/26/2025,PO-0051,Chloe Smith
TXN-01353,ELE-SPE-126,SAO-001,RECEIPT,221,2203.31,2/19/2025,PO-0063,Elif Yilmaz
TXN-01354,PLA-SID-020,NEW-001,TRANSFER,-224,930.12,5/8/2025,PO-0041,Vinay Kumar
TXN-01355,QUA-GO/-116,SAO-001,RECEIPT,102,812.58,4/18/2025,PO-0002,Mia Johansson
TXN-01356,PLA-SEA-169,TOK-001,TRANSFER,-320,358.04,2/9/2025,PO-0016,Emily Chan
TXN-01357,CAB-THR-089,MUN-002,TRANSFER,-317,2370.68,6/20/2025,PO-0001,Elena Rossi
TXN-01358,QUA-LEA-134,NAG-003,ISSUE,-484,1121.9,3/4/2025,PO-0025,Tariq Abdullah
TXN-01359,PAC-BUB-008,FRA-003,RECEIPT,275,1208.58,6/12/2025,PO-0098,Chen Wei
TXN-01360,ELE-WIR-056,RIO-002,ISSUE,-68,1672.27,3/28/2025,PO-0004,Amelia Clarke
TXN-01361,PAC-AIR-036,NEW-001,RECEIPT,382,490.89,7/28/2025,PO-0017,Yuki Tanaka
TXN-01362,RAW-GLA-071,MUN-002,RECEIPT,498,1905.46,2/24/2025,PO-0045,Yasmine El-Gamal
TXN-01363,ELE-ABS-142,OSA-002,ISSUE,-249,2132.33,6/7/2025,PO-0056,Aditya Varma
TXN-01364,TOO-PUN-103,BRA-003,RECEIPT,138,2029.74,3/17/2025,PO-0026,Jacob Scott
TXN-01365,PLA-GEA-217,BRA-003,TRANSFER,-153,730.89,5/12/2025,PO-0014,Salma Nasser
TXN-01366,QUA-PRE-204,SAO-001,TRANSFER,-169,1855.01,3/15/2025,PO-0027,Akira Kobayashi
TXN-01367,MEC-SPA-125,BER-001,ISSUE,-226,138.51,7/3/2025,PO-0096,Yuki Tanaka
TXN-01368,PAC-SHR-209,DAL-003,TRANSFER,-65,546.77,7/6/2025,PO-0050,Laila Haddad
TXN-01369,PLA-DOO-052,TOK-001,ISSUE,-201,1041.96,7/12/2025,PO-0009,Ravi Shankar
TXN-01370,BRA-BRA-043,BRA-003,RECEIPT,500,1802.19,6/11/2025,PO-0033,Leo Schneider
TXN-01371,QUA-FLO-105,CHI-002,TRANSFER,-433,1131.78,7/16/2025,PO-0068,Aisha Khan
TXN-01372,MEC-HIN-102,BAN-001,RECEIPT,102,1234.45,4/24/2025,PO-0055,Mohamed Ben Salah
TXN-01373,PLA-BOO-048,DAL-003,RECEIPT,47,1110.98,3/28/2025,PO-0085,Anna Petrova
TXN-01374,BRA-BRA-096,HYD-003,ISSUE,-72,1849.13,2/3/2025,PO-0041,Zara Khalid
TXN-01375,PAC-PAC-003,NAG-003,ISSUE,-119,1823.25,5/31/2025,PO-0073,Mohamed Ben Salah
TXN-01376,RAW-POL-083,BRA-003,RECEIPT,297,448.58,2/17/2025,PO-0050,Pedro Ramos
TXN-01377,PLA-SPE-155,NEW-001,TRANSFER,-121,2481.8,2/27/2025,PO-0072,Rania El-Sayed
TXN-01378,RAW-CAS-184,TOK-001,TRANSFER,-48,1947.26,6/27/2025,PO-0083,Anton Kuznetsov
TXN-01379,ELE-CON-175,SAO-001,ISSUE,-172,696.94,4/23/2025,PO-0026,Raj Patel
TXN-01380,CAB-WIN-013,SAO-001,ISSUE,-265,209.48,2/12/2025,PO-0036,Anton Kuznetsov
TXN-01381,PLA-GRI-031,DEL-002,ISSUE,-97,2315.15,7/4/2025,PO-0042,Leo Schneider
TXN-01382,TOO-DEB-099,NEW-001,TRANSFER,-20,1598.3,4/14/2025,PO-0003,Linda Taylor
TXN-01383,QUA-DIA-201,RIO-002,TRANSFER,-12,2323.42,5/30/2025,PO-0037,Grace O'Connor
TXN-01384,RAW-COP-216,BER-001,RECEIPT,468,203.88,6/17/2025,PO-0068,Sophia Miller
TXN-01385,ELE-TOU-087,OSA-002,RECEIPT,45,2128.87,6/1/2025,PO-0013,Natalie Becker
TXN-01386,MEC-WAS-107,NAG-003,ISSUE,-150,535.45,4/23/2025,PO-0097,Sebastian Miller
TXN-01387,TOO-PUN-103,DEL-002,TRANSFER,-406,2029.74,4/22/2025,PO-0064,Marie Dubois
TXN-01388,CAB-WIN-013,BER-001,ISSUE,-366,209.48,5/28/2025,PO-0064,Linda Taylor
TXN-01389,BRA-BRA-032,RIO-002,ISSUE,-490,71.72,7/9/2025,PO-0014,Carlos Silva
TXN-01390,ELE-ELE-058,BAN-001,RECEIPT,81,406.3,2/27/2025,PO-0042,Zara Khalid
TXN-01391,MEC-BEA-186,BER-001,RECEIPT,97,2410.43,2/23/2025,PO-0025,Akira Kobayashi
TXN-01392,QUA-SUR-208,DAL-003,TRANSFER,-12,1658.23,7/27/2025,PO-0007,Victor Ivanov
TXN-01393,QUA-DIA-201,BAN-001,RECEIPT,34,2323.42,4/19/2025,PO-0010,Victor Ivanov
TXN-01394,TOO-CAB-085,NAG-003,TRANSFER,-415,2078.52,5/9/2025,PO-0035,Ryan White
TXN-01395,BRA-BRA-044,BRA-003,RECEIPT,308,1011.98,5/29/2025,PO-0016,Grace O'Connor
TXN-01396,LIG-HAL-082,RIO-002,RECEIPT,395,2402.36,6/30/2025,PO-0053,Vinay Kumar
TXN-01397,TOO-WEL-115,OSA-002,RECEIPT,277,1354.55,6/16/2025,PO-0031,Noah Becker
TXN-01398,PAC-SIL-123,OSA-002,ISSUE,-153,1016.4,4/24/2025,PO-0099,Jasmin Berger
TXN-01399,PAC-LAB-124,NEW-001,RECEIPT,145,144.97,4/17/2025,PO-0092,Isla Thompson
TXN-01400,RAW-HIG-091,FRA-003,RECEIPT,347,52.94,7/16/2025,PO-0095,Lea Zimmermann
TXN-01401,PAC-HON-178,DEL-002,RECEIPT,263,1915.24,2/16/2025,PO-0028,Liam Johnson
TXN-01402,LIG-HEA-172,NEW-001,ISSUE,-429,1640.76,5/10/2025,PO-0025,Zoey Martin
TXN-01403,ELE-STE-027,DAL-003,RECEIPT,426,34.08,7/2/2025,PO-0098,Samuel Kim
TXN-01404,MEC-STU-132,RIO-002,ISSUE,-399,1933.96,4/21/2025,PO-0091,Ella Fischer
TXN-01405,RAW-PVC-168,HYD-003,TRANSFER,-64,167.41,3/6/2025,PO-0029,James Walker
TXN-01406,TOO-DEB-099,MUN-002,TRANSFER,-272,1598.3,3/24/2025,PO-0100,Haruto Saito
TXN-01407,LIG-DOO-049,DEL-002,ISSUE,-226,221.14,3/15/2025,PO-0088,Diana Mihai
TXN-01408,PAC-CAR-148,OSA-002,RECEIPT,85,1036.01,5/30/2025,PO-0014,Victor Hugo
TXN-01409,RAW-FIB-029,NEW-001,RECEIPT,467,777.56,5/29/2025,PO-0024,Yuki Tanaka
TXN-01410,PAC-BUB-008,MUN-002,TRANSFER,-281,1208.58,5/27/2025,PO-0046,Victor Ivanov
TXN-01411,PLA-GRI-031,BRA-003,TRANSFER,-53,2315.15,5/2/2025,PO-0056,Samuel Wright
TXN-01412,CAB-POW-039,BER-001,TRANSFER,-230,1495.46,6/11/2025,PO-0043,Takeshi Yamamoto
TXN-01413,BRA-CAL-113,CHI-002,ISSUE,-60,158.5,2/13/2025,PO-0084,Khaled Hamdan
TXN-01414,BRA-CAL-188,BRA-003,ISSUE,-109,812.06,4/17/2025,PO-0025,Haruto Saito
TXN-01415,CAB-BAT-046,TOK-001,ISSUE,-281,1374.36,7/6/2025,PO-0064,Clara Weber
TXN-01416,TOO-HYD-111,DEL-002,TRANSFER,-35,1478.58,7/16/2025,PO-0032,Ananya Iyer
TXN-01417,QUA-VIB-057,DEL-002,RECEIPT,468,2039.37,2/10/2025,PO-0074,Yuki Tanaka
TXN-01418,MEC-PIN-062,DEL-002,TRANSFER,-61,963.76,4/12/2025,PO-0029,Dmitri Fedorov
TXN-01419,LIG-HAZ-180,NAG-003,ISSUE,-210,2468.94,5/12/2025,PO-0013,Julia Novak
TXN-01420,BRA-CAL-188,RIO-002,TRANSFER,-147,812.06,6/7/2025,PO-0027,Abdul Rahman
TXN-01421,BRA-BRA-202,NEW-001,ISSUE,-336,690.44,4/15/2025,PO-0091,Camila Morales
TXN-01422,PLA-ROO-074,NAG-003,RECEIPT,58,506.41,3/20/2025,PO-0065,Ryan White
TXN-01423,RAW-RUB-160,MUN-002,TRANSFER,-166,918.5,7/27/2025,PO-0031,Abdul Rahman
TXN-01424,BRA-BRA-081,OSA-002,RECEIPT,95,859.67,3/20/2025,PO-0043,Ella Fischer
TXN-01425,BRA-BRA-037,BAN-001,TRANSFER,-252,1607.29,5/21/2025,PO-0043,Emily Wang
TXN-01426,CAB-BAT-046,CHI-002,RECEIPT,97,1374.36,7/24/2025,PO-0098,Liam Johnson
TXN-01427,ELE-MAP-153,DAL-003,ISSUE,-308,1728.88,2/1/2025,PO-0063,David Lopez
TXN-01428,PLA-DAS-121,DEL-002,RECEIPT,429,831.21,2/5/2025,PO-0073,Jacob Scott
TXN-01429,RAW-SHE-075,RIO-002,RECEIPT,278,1189.17,6/9/2025,PO-0022,Alicia Thomas
TXN-01430,BRA-BRA-038,SAO-001,RECEIPT,61,2193.83,4/19/2025,PO-0095,Ivan Petrov
TXN-01431,QUA-GO/-116,MUN-002,TRANSFER,-189,812.58,6/20/2025,PO-0033,Keiko Mori
TXN-01432,MEC-SPA-125,CHI-002,ISSUE,-244,138.51,2/4/2025,PO-0046,Igor Popov
TXN-01433,BRA-DIS-182,DAL-003,TRANSFER,-406,816.19,7/20/2025,PO-0077,Nikhil Rao
TXN-01434,RAW-FIB-029,CHI-002,TRANSFER,-275,777.56,7/14/2025,PO-0003,Nora Lindberg
TXN-01435,LIG-REV-106,RIO-002,RECEIPT,347,1556.36,3/9/2025,PO-0046,Chen Xi
TXN-01436,PAC-BUB-008,NEW-001,TRANSFER,-389,1208.58,7/29/2025,PO-0056,James Walker
TXN-01437,RAW-ALU-053,NAG-003,RECEIPT,109,1005.14,5/8/2025,PO-0082,Lucas Schmidt
